hex	en	zh
#FCE8E3	Pomelo Sugar	柚子糖
#C30232	Pomodoro	番茄钟
#F2D4DF	Pomodoro e Mozzarella	番茄和马苏里拉奶酪
#87608E	Pomp and Power	盛况和权力
#6A1F44	Pompadour	蓬巴杜
#C87763	Pompeian Pink	庞贝粉红
#A82A38	Pompeian Red	庞贝红
#6C757D	Pompeii Ash	庞贝灰烬
#004C71	Pompeii Blue	庞贝蓝
#D1462C	Pompeii Red	庞贝红
#77A8AB	Pompeius Blue	庞培蓝
#FF6666	Pompelmo	庞佩尔莫
#CA93C1	Pomtini	波姆蒂尼
#F75C75	Ponceau	丽春红
#B49073	Poncho	雨披
#00827F	Pond Bath	池塘浴
#8BB6C6	Pond Blue	池塘蓝
#D0D8D9	Pond Frost	池塘霜
#A18E6B	Pond Green	池塘绿
#939990	Pond Leaves	池塘叶
#01796F	Pond Moss	池塘苔藓
#486B67	Pond Newt	池塘蝾螈
#B6C9B8	Pond’s Edge	池塘边
#B88F88	Ponder	思考
#29494E	Ponderosa Pine	黄松
#D7EFDE	Pondscape	池景
#5F9228	Pont Moss	莫斯桥
#0C608E	Pontoon	浮桥
#C6AA81	Pony	小马
#726A60	Pony Express	小马快递
#D2BC9B	Pony Tail	小马尾
#220000	Ponzu Brown	橙子棕
#EECEE6	Poodle Pink	贵宾犬粉红色
#FFAEBB	Poodle Skirt	贵宾犬裙
#EA927A	Poodle Skirt Peach	贵宾犬裙桃色
#824B2E	Pookie Bear	波奇熊
#8FABBD	Pool Bar	池畔吧
#67BCB3	Pool Blue	池蓝
#7DAEE1	Pool Floor	泳池地板
#00AF9D	Pool Green	池绿
#BEE9E3	Pool Party	池派对
#039578	Pool Table	台球桌
#70928E	Pool Tide	池潮汐
#89CFF0	Pool Tiles	泳池瓷砖
#2188FF	Pool Water	池水
#8095A0	Poolhouse	泳池屋
#72ACAD	Poolrooms	台球室
#BEE0E2	Poolside	池畔
#A13741	Pop of Poppy	流行罂粟
#93D4C0	Pop Shop	流行商店
#F771B3	Pop That Gum	弹出口香糖
#F7D07A	Popcorn	爆米花
#FCEBD1	Popcorn Ball	爆米花球
#A29F46	Poplar	杨
#137953	Poplar Forest	杨森林
#ECE9E9	Poplar Kitten	杨小猫
#FED3E4	Poplar Pink	杨粉
#DFE3D8	Poplar White	杨白
#C23C47	Poppy	罂粟
#FBE9D8	Poppy Crepe	罂粟可丽饼
#EC5800	Poppy Flower	罂粟花
#F18C49	Poppy Glow	罂粟辉光
#88A496	Poppy Leaf	罂粟叶
#F6A08C	Poppy Petal	罂粟花瓣
#736157	Poppy Pods	罂粟荚
#6B3FA0	Poppy Pompadour	罂粟蓬巴杜
#ED2939	Poppy Power	罂粟力量
#AE605B	Poppy Prose	罂粟散文
#DD3845	Poppy Red	罂粟红
#4A4E54	Poppy Seed	罂粟种子
#FF5630	Poppy Surprise	罂粟惊喜
#CCD7DF	Poppy’s Whiskers	罂粟须
#BE4F62	Popstar	流行歌星
#D4CCC3	Popular Beige	流行米色
#DDDCDB	Porcelain	瓷器
#D9D0C4	Porcelain Basin	瓷盆
#95C0CB	Porcelain Blue	瓷器蓝
#F0DBD5	Porcelain Blush	瓷器绯红
#E9B7A8	Porcelain Crab	瓷器蟹
#EEFFBB	Porcelain Earth	瓷器土
#A9998C	Porcelain Figurines	瓷雕像
#E1DAD9	Porcelain Goldfish	瓷金鱼
#118C7E	Porcelain Green	瓷器绿
#DFE2E4	Porcelain Jasper	瓷器碧玉
#DBE7E1	Porcelain Mint	瓷器薄荷
#EBE8E2	Porcelain Mould	瓷模
#F5D8BA	Porcelain Peach	瓷器桃
#ECD9B9	Porcelain Pink	瓷器粉
#EA6B6A	Porcelain Rose	瓷器玫红
#808078	Porcelain Shale	瓷器页岩
#FFE7EB	Porcelain Skin	瓷器肌肤
#F7D8C4	Porcelain Tan	瓷器棕褐
#95B0C6	Porcelain Vase	瓷花瓶
#FDDDA7	Porcelain Yellow	瓷器黄
#FFBFAB	Porcellana	波尔切拉纳
#A4B3B9	Porch Ceiling	门廊天花板
#566F8C	Porch Song	门廊歌
#597175	Porch Swing	门廊秋千
#D2CABE	Porch Swing Beige	门廊秋千米色
#AA8736	Porchetta Crust	烤猪皮
#D9AE86	Porcini	牛肝菌
#917A75	Porcupine Needles	豪猪针
#F8E0E7	Pork Belly	五花肉
#D4CEBF	Porous Stone	多孔石
#2A0033	Porphyrophobia	卟啉症
#2792C3	Porpita Porpita	波皮塔 波皮塔
#DBDBDA	Porpoise	海豚
#C8CBCD	Porpoise Fin	海豚鳍
#076A7E	Porpoise Place	海豚广场
#6D3637	Port	波特酒红
#006A93	Port au Prince	波特酒红王子
#54383B	Port Glow	波特酒红辉光
#3B436C	Port Gore	戈尔港
#54C3C1	Port Hope	波特酒红希望
#0E4D4E	Port Malmesbury	马姆斯伯里港
#532D36	Port Royale	皇家港
#6E0C0D	Port Wine	波特酒红
#846342	Port Wine Barrel	波特酒红酒红桶
#85677B	Port Wine Stain	波特酒红酒红染色
#9A8273	Portabella	波塔贝拉
#947A62	Portabello	波塔贝洛
#8B98D8	Portage	波蒂奇
#F8F6DA	Portal Entrance	传送门入口
#F0D555	Portica	波蒂卡
#BBAB95	Portico	门廊
#FF5A36	Portland Orange	波特兰橙
#767671	Portland Twilight	波特兰暮光之城
#A28C82	Portobello	波托贝洛
#9D928A	Portobello Mushroom	波托贝洛蘑菇
#F4F09B	Portofino	波托菲诺
#F0D3DF	Portrait Pink	肖像粉红色
#C4957A	Portrait Tone	肖像色调
#768482	Portsmouth	朴茨茅斯
#A1ADAD	Portsmouth Bay	朴茨茅斯湾
#5B7074	Portsmouth Blue	朴茨茅斯蓝色
#6B6B44	Portsmouth Olive	朴茨茅斯橄榄
#A75546	Portsmouth Spice	朴茨茅斯香料队
#3C5E95	Portuguese Blue	葡萄牙蓝
#C48F85	Portuguese Dawn	葡萄牙黎明
#717910	Portuguese Green	葡萄牙绿
#143C5D	Poseidon	波塞冬
#66EEEE	Poseidon Jr.	小波塞冬
#D9D6C7	Poseidon’s Beard	波塞冬的胡子
#227478	Poseidon’s Castle	波塞冬城堡
#D59A54	Poseidon’s Gold	波塞冬的黄金
#4400EE	Poseidon’s Territory	波塞冬的领地
#A5B4C6	Posey Blue	花束蓝
#EFB495	Posh Peach	奢华桃色
#7D2621	Posh Red	奢华红
#DFBBD9	Posies	小花束
#E1E2CF	Positive Energy	正能量
#AD2C34	Positive Red	积极红
#76745D	Positively Palm	积极棕榈
#E7BFB6	Positively Pink	积极粉
#7782A3	Positively Purple	积极紫
#773355	Possessed Plum	附身梅紫
#881166	Possessed Purple	着魔紫色
#C2264D	Possessed Red	着魔红
#F3DACE	Possibly Pink	或许粉
#C8CDD8	Post Apocalyptic Cloud	后世界末日云
#7A99AD	Post Boy	后男孩
#0074B4	Post It	后
#FFEE01	Post Yellow	后黄
#134682	Poster Blue	海报蓝
#006B56	Poster Green	海报绿色
#ECC100	Poster Yellow	海报黄色
#B39C8E	Postmodern Mauve	后现代淡紫
#C7C4CD	Posture & Pose	姿势和姿势
#466F97	Postwar Boom	战后繁荣
#F3E1D3	Posy	波西
#366254	Posy Green	波西·格林
#F3879C	Posy Petal	波西花瓣
#6E6386	Posy Purple	小花束紫
#161616	Pot Black	壶黑
#F9F4E6	Pot of Cream	壶奶油
#F6CD23	Pot of Gold	壶金
#E07757	Potash	钾碱
#FDDC57	Potato Chip	薯片
#532D45	Potent Purple	强力紫
#D5CDE3	Potentially Purple	潜在紫
#8F3129	Potion № 9	九号魔药
#F5E7E2	Potpourri	百花香
#9ECCA7	Potted Plant	盆栽
#938A2A	Potter Green	波特·格林
#A64826	Potter’s Clay	波特的粘土
#C2937B	Potter’s Pink	陶工粉
#845C40	Potter’s Pot	陶工罐
#88564C	Potter’s Rock	陶工岩
#54A6C2	Pottery Blue	陶器蓝
#B9714A	Pottery Clay	陶器黏土
#B05D59	Pottery Red	陶器红
#AA866E	Pottery Urn	陶瓮
#CAAC91	Pottery Wheel	陶器轮
#A0A089	Potting Moss	盆栽苔
#5B3E31	Potting Soil	盆栽土
#E68E96	Poudretteite Pink	粉红色
#DECCE4	Pouf of Pink	粉蓬蓬
#FDF1C3	Pound Cake	磅蛋糕
#818081	Pound Sterling	英镑
#FB9B82	Pouring Copper	浇铜
#E4CCC3	Pout	噘嘴
#FF82CE	Pout Pink	噘嘴粉红色
#F9A7A4	Pouty Pink	噘嘴粉
#E7D7EF	Pouty Purple	噘嘴紫色
#BCC9C2	Powder Ash	粉灰
#B0E0E6	Powder Blue	粉蓝
#D8948B	Powder Blush	粉绯红
#DFD7CA	Powder Cake	粉蛋糕
#B7B7BC	Powder Dust	粉尘
#BFC2CE	Powder Lilac	粉丁香紫
#9CB3B5	Powder Mill	粉磨坊
#FDD6E5	Powder Pink	粉末粉
#FFEFF3	Powder Puff	粉松
#95396A	Powder Red	粉红
#EEE0DD	Powder Room	粉室
#F5B3BC	Powder Rose	粉玫红
#F7F1DD	Powder Sand	粉沙
#B9C9D7	Powder Soft Blue	粉柔蓝
#CBC2D3	Powder Viola	粉中提琴
#D9D3E5	Powder Viola White	粉中提琴白
#EBF1F5	Powder White	粉白
#F9F2E7	Powdered	粉末
#C9AB9A	Powdered Allspice	粉末多香果
#F8DCDB	Powdered Blush	粉末绯红
#AC9B9B	Powdered Brick	粉末砖
#341C02	Powdered Cocoa	粉末可可
#A0450E	Powdered Coffee	粉末咖啡
#E8D2B1	Powdered Gold	粉末金
#C3C9E6	Powdered Granite	粉末花岗岩
#C5C56A	Powdered Green Tea	粉末绿茶
#A0B0A4	Powdered Gum	粉末糖
#FDE2D1	Powdered Peach	粉末桃
#E3C7C6	Powdered Petals	粉末花瓣
#C7D6D0	Powdered Pool	粉末池
#B7B38D	Powdered Sage	粉末鼠尾草
#F8F4E6	Powdered Snow	粉末雪
#E4E0EB	Powdery Mist	粉雾
#A2A4A6	Power Grey	力量灰
#D4D1C7	Power Lunch	能量午餐
#332244	Power Outage	停电
#EE5588	Power Peony	力量牡丹
#66303C	Power Tie	电源领带
#BBB7AB	Powered Rock	动力摇滚
#4C3F5D	Powerful Mauve	强大的淡紫
#372252	Powerful Violet	强大的紫罗兰
#C9B29C	Practical Beige	实用米色
#E1CBB6	Practical Tan	实用棕褐色
#679A7C	Practice Green	践行绿色
#C2A593	Pragmatic	务实
#0B9D6A	Prairie	大草原
#935444	Prairie Clay	大草原黏土
#516678	Prairie Denim	大草原牛仔蓝
#937067	Prairie Dog	大草原狗
#FBD5BD	Prairie Dune	大草原沙丘
#CEC5AD	Prairie Dusk	大草原黄昏
#B9AB8F	Prairie Dust	大草原尘
#996E5A	Prairie Fire	大草原火
#6E5F45	Prairie Foliage	大草原叶
#B1A38E	Prairie Grass	大草原草
#50A400	Prairie Green	大草原绿
#8E7D5D	Prairie Grove	大草原小树林
#D3C9AD	Prairie House	大草原屋
#E2CC9C	Prairie Land	大草原大地
#AE5F55	Prairie Poppy	大草原罂粟
#F2C8BE	Prairie Rose	大草原玫红
#B3A98C	Prairie Sage	大草原鼠尾草
#883C32	Prairie Sand	大草原沙
#C6D7E0	Prairie Sky	大草原天空
#EEA372	Prairie Sun	大草原太阳
#FFB199	Prairie Sunset	大草原日落
#D2D8B5	Prairie Willow	大草原柳
#E8E6D9	Prairie Winds	大草原风
#B2B1AE	Praise Giving	赞美给予
#221155	Praise of Shadow	暗影礼赞
#F3F4D9	Praise the Sun	赞美太阳
#AD8B75	Praline	果仁糖
#C58380	Prancer	普兰瑟
#002F0F	Prasinophobia	恐惧症
#F6F7ED	Praxeti White	普拉克塞蒂·白
#D59C6A	Prayer Flag	经幡
#A5BE8F	Praying Mantis	螳螂
#B5C2CD	Pre School	学前班
#8B7F7A	Pre-Raphaelite	拉斐尔前派
#F1DAB2	Precious	珍贵
#008389	Precious Blue	珍贵蓝
#885522	Precious Copper	珍贵铜
#F5F5E4	Precious Dewdrop	珍贵的露珠
#186E50	Precious Emerald	珍贵祖母绿
#B7757C	Precious Garnet	珍贵石榴石
#613A57	Precious Jewels	珍贵的珠宝
#FFDE9C	Precious Nectar	珍贵花蜜
#6D9A79	Precious Oxley	珍贵的奥克斯利
#F1F0EF	Precious Pearls	珍贵珍珠
#BD4048	Precious Peony	珍贵牡丹
#FF7744	Precious Persimmon	珍贵柿子
#F6B5B6	Precious Pink	珍贵粉
#E16233	Precious Pumpkin	珍贵南瓜
#328696	Precious Stone	珍贵石
#2C3944	Precision	精度
#E8DEE3	Precocious Red	早熟红
#E5DBCB	Predictable	可预见的
#6D6E7B	Prediction	预测
#5772B0	Prefect	级长
#546762	Prehistoric	史前
#EE2211	Prehistoric Meteor	史前流星
#C3738D	Prehistoric Pink	史前粉红
#9AA0A3	Prehistoric Stone	史前石头
#5E5239	Prehistoric Wood	史前木材
#D0A700	Prehnite Yellow	葡萄石黄
#DFEBEE	Prelude	前奏
#E1DEDA	Prelude to Pink	粉红前奏
#E6B6BE	Premium Pink	高级粉色
#D1668F	Preppy Rose	预科生玫瑰
#665864	Preservation Plum	保鲜李子
#4A3C50	Preserve	保留
#B0655A	Preserved Petals	保存的花瓣
#3E4D59	Presidential	总统
#EC9580	Presidio Peach	普雷西迪奥桃子
#BB9174	Presidio Plaza	普雷西迪奥广场
#634875	Presley Purple	普雷斯利紫
#606B77	Press Agent	新闻代理
#C2968B	Pressed Blossoms	压花
#D492BD	Pressed Flower	压花
#FEFE22	Pressed Laser Lemon	压榨激光柠檬
#EFABA6	Pressed Rose	压玫瑰
#00CC11	Pressing My Luck	按我的运气
#B8A7A0	Prestige	声望
#303742	Prestige Blue	尊贵蓝
#154647	Prestige Green	尊贵绿
#4C213D	Prestige Mauve	尊贵淡紫
#5E6277	Presumption	推定
#4444FF	Pretentious Peacock	自命不凡的孔雀
#E5A3C5	Prettiest Pink	最漂亮的粉色
#E9AF9B	Pretty in Peach	漂亮桃
#FABFE4	Pretty in Pink	漂亮粉
#CC5588	Pretty in Plum	漂亮梅紫
#6B295A	Pretty in Prune	梅干俏丽
#C3A1B6	Pretty Lady	漂亮女士
#849457	Pretty Maiden	漂亮少女
#E3C6D6	Pretty Pale	漂亮淡
#AC5D3E	Pretty Parasol	俏丽阳伞
#DFCDB2	Pretty Pastry	漂亮糕点
#AE5D6D	Pretty Peony	漂亮牡丹
#D6B7E2	Pretty Petunia	漂亮矮牵牛
#EEAADD	Pretty Pink Piggy	漂亮的粉红小猪
#FFCCC8	Pretty Please	拜托了
#BCBDE4	Pretty Posie	俏丽花束
#F5A994	Pretty Primrose	漂亮报春花
#7B6065	Pretty Puce	俏丽深褐
#C4BBD6	Pretty Purple	漂亮紫
#E4B197	Pretty Rascal	漂亮流氓
#254770	Pretty Twilight Night	漂亮暮光夜
#E5A68D	Priceless Coral	无价珊瑚
#46373F	Priceless Purple	无价紫
#A89942	Prickly Pear	仙人球
#69916E	Prickly Pear Cactus	仙人掌果
#F42C93	Prickly Pink	刺粉红
#A264BA	Prickly Purple	刺紫
#E2CDD5	Prim	拘谨
#CBA792	Primal	原始
#0081B5	Primal Blue	原始蓝
#11875D	Primal Green	原始绿
#F4301C	Primal Rage	原始愤怒
#A92B4F	Primal Red	原始红
#0804F9	Primary Blue	原蓝色
#6FA77A	Primavera	春
#0064A1	Prime Blue	素蓝
#92B979	Prime Merchandise	优质商品
#FF8D86	Prime Pink	素粉色
#656293	Prime Purple	素紫
#685E4E	Primitive	原始
#DED6AC	Primitive Green	原始绿
#663C55	Primitive Plum	原始梅紫
#7CBC6C	Primo	一流
#D6859F	Primrose	报春花
#F3949B	Primrose Garden	报春花花园
#FFE262	Primrose Path	报春花径
#E7C2CA	Primrose Pink	报春花粉
#ECE4D0	Primrose White	报春花白
#F6D155	Primrose Yellow	报春花黄
#CA9FA5	Primula	报春花
#4B384C	Prince	王子
#CC2277	Prince Charming	白马王子
#A0ADAC	Prince Grey	王子灰
#9D7957	Prince Paris	王子巴黎
#60606F	Prince Royal	王子皇家
#7D4961	Princely	王子般
#6D5C7B	Princely Violet	王子紫
#F0A8B5	Princess	公主
#0056A1	Princess Blue	公主蓝
#CCEEEE	Princess Blue Feather	公主蓝羽毛
#F4C1C1	Princess Bride	公主新娘
#F6E9EA	Princess Elle	艾丽公主
#E5DBEB	Princess Fairy Tale	公主童话
#FAEAD5	Princess Ivory	公主象牙
#F878F8	Princess Peach	公主桃
#FF85CF	Princess Perfume	公主香水
#DFB5B0	Princess Pink	公主粉
#FF8F00	Princeton Orange	普林斯顿橙
#756F54	Priory	修道院
#F1D3DA	Priscilla	普里西拉
#AADCCD	Prism	棱镜
#F0A1BF	Prism Pink	棱镜粉红
#53357D	Prism Violet	棱镜紫
#117777	Prismarine	海晶石
#EAE8DD	Prismatic Pearl	五彩珍珠
#005C77	Prismatic Springs	棱柱弹簧
#FDAA48	Prison Jumpsuit	监狱连身衣
#F2E8DA	Pristine	原始
#00CCBB	Pristine Oceanic	原始海洋
#D5E1E0	Pristine Petal	原始花瓣
#007799	Pristine Seas	原始海洋
#807658	Private Affair	私人事务
#4C4949	Private Black	私家黑
#006E89	Private Eye	私家侦探
#4F531F	Private Green	私人绿地
#889DB2	Private Jet	私人飞机
#845469	Private Tone	私人铃声
#F3EBD9	Private White	私人白
#D9B2C7	Private-Label Pink	自有品牌粉色
#768775	Privet	女贞
#588A79	Privet Hedge	女贞树篱
#7A8775	Privilege Green	特权绿
#F3EAD7	Privileged	特权
#597695	Privileged Elite	特权精英
#CC9DC6	Prize Winning Orchid	获奖兰花
#A2C0B9	Prized Celadon	珍贵青瓷
#393540	Professor Plum	梅教授
#40243D	Profound Mauve	深淡紫
#C39297	Profound Pink	深粉色
#DAA5AA	Prom	舞会
#E7C3E7	Prom Corsage	舞会胸花
#C4A99D	Prom Night	舞会之夜
#E9A9BB	Prom Pink	舞会粉红色
#9B1DCD	Prom Queen	舞会女王
#F8F6DF	Promenade	长廊
#F4581E	Prometheus Orange	普罗米修斯橙
#2B7DA6	Prominent Blue	卓越的蓝色
#DA9EC5	Prominent Pink	突出的粉红色
#BB11EE	Promiscuous Pink	混杂的粉红
#ACC0E2	Promise	承诺
#AFC7E8	Promise Keeping	信守承诺
#686278	Promised Amethyst	约定的紫晶
#5E7FB5	Prompt	提示
#ADA8A5	Proper Grey	正灰色
#59476B	Proper Purple	正紫色
#EDE5C7	Proper Temperature	适宜温度
#4B5667	Property	物业
#6F58A6	Prophet Violet	先知紫罗兰
#BE8B8F	Prophetess	女预言家
#624F59	Prophetic Purple	预言紫
#818B9C	Prophetic Sea	预言海
#E0B4A4	Prosciutto	帕尔玛火腿
#FAD6A5	Prosecco	普罗塞克
#62584B	Prospect	前景
#915F66	Prosperity	繁荣
#66543E	Protégé Bronze	青铜门生
#FF8866	Protein High	蛋白质高
#840804	Proton Red	质子红
#E0C778	Protoss	神族
#00AAFF	Protoss Pylon	神族水晶塔
#658DC6	Provence	普罗旺斯
#8A9C99	Provence Blue	普罗旺斯蓝
#FFEDCB	Provence Creme	普罗旺斯奶油
#827191	Provence Violet	普罗旺斯紫
#5C7B8C	Providence	普罗维登斯
#A8ACA2	Provincial	乡土
#5E7B91	Provincial Blue	省蓝
#F6E3DA	Provincial Pink	省级粉红
#4C5079	Provocative	挑衅
#D4C6DB	Prudence	审慎
#701C11	Prune	修剪
#211640	Prune Plum	梅干紫
#6C445B	Prune Purple	梅花紫
#864788	Prunella	夏枯草
#220878	Prunelle	夏枯草
#DD4492	Prunus Avium	甜樱桃
#3F585F	Prussian	普鲁士
#003366	Prussian Blue	普鲁士蓝
#0B085F	Prussian Nights	普鲁士之夜
#6F4B5C	Prussian Plum	普鲁士李子
#DD00FF	Psychedelic Purple	迷幻紫
#625981	Psychic	通灵
#CE5DAE	Pú Táo Zǐ Purple	蒲桃子紫
#CC8899	Puce	深褐紫
#FF1177	Pucker Up	撅起嘴
#A0A6A0	Puddle	水坑
#6A8389	Puddle Jumper	水坑跳线
#6E3326	Pueblo	普韦布洛
#E9786E	Pueblo Rose	普韦布洛玫瑰
#E7C3A4	Pueblo Sand	普韦布洛沙
#E5DFCD	Pueblo White	普韦布洛白
#54927E	Puerto Princesa	公主港
#59BAA3	Puerto Rico	波多黎各
#635940	Puff Dragon	松龙
#FFCBEE	Puff of Pink	松粉
#FCCF8B	Puff Pastry Yellow	松糕黄
#CCBFC9	Puffball	马勃
#E2DADF	Puffball Vapour	马勃蒸气
#E95C20	Puffins Bill	海雀比尔
#D2DEF2	Puffy Cloud	浮云
#D7EDEA	Puffy Little Cloud	蓬松的小云
#E7E5DE	Puffy Pillow	蓬松的枕头
#7722CC	Puissant Purple	强力紫
#CBB5B2	Puka Shell	普卡贝壳
#6E8D98	Pulitzer Blue	普利策蓝
#F1D6BC	Pulled Taffy	拉太妃糖
#644117	Pullman Brown	普尔曼棕
#3B331C	Pullman Green	铂尔曼格林
#E18289	Pulp	纸浆
#01678D	Pulsating Blue	脉动蓝
#96711C	Puma	彪马
#BAC0B4	Pumice	浮石
#807375	Pumice Grey	浮石灰色
#CAC2B9	Pumice Stone	浮石
#6C462D	Pumpernickel	黑麦粗麦粉
#F7504A	Pumping Spice	泵送香料
#FF7518	Pumpkin	南瓜
#D27D46	Pumpkin Bread	南瓜面包
#CBA077	Pumpkin Butter	南瓜黄油
#EB7B07	Pumpkin Cat	南瓜猫
#8D2D13	Pumpkin Choco	南瓜巧克力
#E6C8A9	Pumpkin Cream	南瓜奶油
#B96846	Pumpkin Drizzle	南瓜细雨
#F7DAC0	Pumpkin Essence	南瓜精华
#286848	Pumpkin Green	南瓜绿
#183425	Pumpkin Green Black	南瓜绿黑
#F6A379	Pumpkin Hue	南瓜色调
#F2C3A7	Pumpkin Mousse	南瓜慕斯
#FB7D07	Pumpkin Orange	南瓜橙
#D59466	Pumpkin Patch	南瓜田
#E99E56	Pumpkin Pie	南瓜派
#EDC994	Pumpkin Pie Oh My!	南瓜派
#FFFDD8	Pumpkin Seed	南瓜种子
#E17701	Pumpkin Soup	南瓜汤
#B2691A	Pumpkin Spice	南瓜辛香
#CE862F	Pumpkin Squash	南瓜南瓜
#DE9456	Pumpkin Toast	南瓜吐司
#FFA74F	Pumpkin Vapour	南瓜蒸汽
#E99A10	Pumpkin Yellow	南瓜黄
#DC4333	Punch	宾治
#ECD086	Punch of Yellow	宾治黄
#6888FC	Punch Out Glove	打孔手套
#B68692	Punched Pink	打孔粉色
#56414D	Punchit Purple	冲锋紫色
#856B71	Punctuate	标点符号
#534931	Punga	蓬加
#8811FF	Punk Rock Pink	朋克摇滚粉红
#BB11AA	Punk Rock Purple	朋克摇滚紫色
#B2485B	Punky Pink	朋克粉红
#070303	Pupil	学生
#79CCB3	Puppeteers	木偶师
#BCAEA0	Puppy	小狗
#E2BABF	Puppy Love	小狗爱
#EAD2BC	Puppy Paws	小狗爪子
#C687D6	Purception	普觉
#DFC6A5	Pure Almond	纯杏仁
#6AB54B	Pure Apple	纯苹果
#E9D0C4	Pure Beige	纯米色
#595652	Pure Black	纯黑
#0203E2	Pure Blue	纯蓝
#ABA093	Pure Cashmere	纯羊绒
#36BFA8	Pure Cyan	纯青
#A79480	Pure Earth	纯土
#FAEAE1	Pure Frost	纯霜
#FF2255	Pure Hedonist	纯粹享乐
#FDF5CA	Pure Laughter	纯粹欢笑
#036C91	Pure Light Blue	纯浅蓝
#6F5390	Pure Mauve	纯淡紫
#112266	Pure Midnight	纯午夜
#B40039	Pure Passion	纯激情
#F51360	Pure Pleasure	纯粹愉悦
#751973	Pure Purple	纯紫
#D22D1D	Pure Red	纯红
#FFEE15	Pure Sunshine	纯阳光
#7ABEC2	Pure Turquoise	纯青
#F8F8F2	Pure White	纯白
#58503C	Pure Woody	纯木质
#615753	Pure Zeal	纯粹的热情
#67707D	Purebred	纯种
#C74222	Pureed Pumpkin	南瓜泥
#E66771	Purehearted	纯心
#C3DCE9	Purification	净化
#A8B0AE	Puritan Grey	清教徒灰色
#D7C9E3	Purity	纯度
#800080	Purple	紫
#988EB4	Purple Agate	紫玛瑙
#9190BA	Purple Amethyst	紫水晶
#8866FF	Purple Anemone	紫银莲花
#C20078	Purple Anxiety	紫色焦虑
#8F8395	Purple Ash	紫灰
#9D9EB4	Purple Balance	紫色平衡
#625B87	Purple Balloon	紫色气球
#5C4450	Purple Basil	紫罗勒
#4C4A74	Purple Berry	紫浆果
#4A455D	Purple Blanket	紫色毯子
#544258	Purple Bloom	紫绽放
#661AEE	Purple Blue	紫蓝
#673A3F	Purple Brown	紫棕
#3D34A5	Purple Cabbage	紫卷心菜
#A83A9A	Purple Cactus Flower	紫仙人掌花
#C4ADC9	Purple Chalk	紫粉笔
#B67CA2	Purple Cheeks	紫色脸颊
#8800FF	Purple Climax	紫色高潮
#6E6970	Purple Comet	紫色彗星
#5A4E8F	Purple Corallite	紫色珊瑚石
#593C50	Purple Cort	紫柯特
#D7CBD7	Purple Cream	紫奶油
#E7E7EB	Purple Crystal	紫水晶
#771166	Purple Curse	紫色诅咒
#835177	Purple Davenport	紫色达文波特
#63647E	Purple Daze	紫发呆
#331144	Purple Door	紫门
#917F84	Purple Dove	紫鸽
#754260	Purple Drab	紫土褐
#C6BEDD	Purple Dragon	紫龙
#660066	Purple Dreamer	紫色梦想家
#7C6B76	Purple Dusk	紫黄昏
#624646	Purple Earth	紫土
#6633BB	Purple Emperor	紫皇
#5A4D55	Purple Empire	紫帝国
#EADCE2	Purple Emulsion	紫色乳液
#C2B1C8	Purple Essence	紫精华
#943589	Purple Excellency	紫阁下
#594670	Purple Feather	紫羽毛
#880099	Purple Feather Boa	紫羽蟒蛇
#85598A	Purple Fluorite	紫色萤石
#ACB0CA	Purple Freedom	紫色自由
#50599F	Purple Frenzy	紫色狂热
#747582	Purple Funk	紫色放克
#5C4D5C	Purple Fury	紫怒
#C4ABD4	Purple Gala	紫晚会
#8397D0	Purple Gentian	紫龙胆
#C1ABD4	Purple Gladiola	紫色剑兰
#736993	Purple Grapes	紫葡萄
#866F85	Purple Grey	紫灰
#6A6283	Purple Gumball	紫色冈布奥
#835F79	Purple Gumdrop	紫色软糖
#807396	Purple Haze	紫霾
#69359C	Purple Heart	紫心
#CC2288	Purple Heart Kiwi	紫心几维鸟
#BAB8D3	Purple Heather	紫石楠
#8773BB	Purple Hebe	紫赫柏
#AA66FF	Purple Hedonist	紫色享乐主义者
#CCAAFF	Purple Hepatica	紫肝
#B6ADD8	Purple Hibiscus	紫木槿
#8E85A7	Purple Hills	紫山丘
#D96CAD	Purple Hollyhock	紫蜀葵
#8855FF	Purple Honeycreeper	紫色蜜旋鸟
#6E8FC0	Purple Hyacinth	紫风信子
#B8B8F8	Purple Illusion	紫幻觉
#A675FE	Purple Illusionist	紫色幻术师
#7C89AB	Purple Impression	紫色印象
#9A2CA0	Purple Ink	紫墨
#73626F	Purple Kasbah	紫城堡
#512C31	Purple Kite	紫风筝
#CC77CC	Purple Kush	紫库什
#B88AAC	Purple Lepidolite	紫锂云母
#653475	Purple Magic	紫魔法
#9A8891	Purple Mauve	紫淡紫
#DBD1E2	Purple Mist	紫薄雾
#7A70A8	Purple Mountain Majesty	紫山威
#9D81BA	Purple Mountains’ Majesty	紫金山陛下
#815989	Purple Mystery	紫神秘
#4E5180	Purple Navy	紫海军蓝
#322C56	Purple Noir	紫暗
#643E65	Purple Odyssey	紫奥德赛
#60569A	Purple Opulence	紫富丽
#AD4D8C	Purple Orchid	紫兰花紫
#79669D	Purple Paradise	紫天堂
#645E77	Purple Passage	紫色通道
#784674	Purple Passion	紫激情
#5C2E88	Purple Patch	紫块
#452E4A	Purple Pennant	紫色锦旗
#5B4763	Purple People Eater	紫色食人者
#903F75	Purple Peril	紫祸
#9483A8	Purple Phantom	紫幻
#C83CB9	Purple Pink	紫粉
